,nb_images_exact,accuracy,truncation_overlap
0,4506,0.9442,"[1.0000145435333252, 1.0000180006027222, 1.000006079673767, 0.9999651908874512, 1.0000144243240356, 1.000014066696167, 0.9999746084213257, 1.0000014305114746, 0.9999871253967285, 1.0000033378601074]"
